state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,HARRIS,1907190116,"Auto Sales & Services",7/16/2020,,186800,4200,"14590 WALLISVILLE RD",HOUSTON,TX,77356,"ARTIGA RESERVE",,"VILMA ARTIGA","14590 WALLISVILLE RD",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,1906120127,"Auto Sales & Services",7/16/2020,,360825,4811,"6831 SATSUMA DR",HOUSTON,TX,77356,"SATSUMA ESTATES",,"RAJ SINGH GILL FOR STONE PATH LLC","6831 SATSUMA DR",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,2004070152,"Auto Sales & Services",7/16/2020,,1100000,5228,"13722 EAST FREEWAY",HOUSTON,TX,77356,,,"WHITE WATER EXPRESS CAR WASH","13722 EAST FREEWAY",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20005899,"Churches & Other Religious",8/5/2020,,1800000,,"4820 W OREM",HOUSTON,TX,77045,,,"LUIS CERNA","8721 LUGARY DR",HOUSTON,TX,77074,"(713) 269-5515",Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20041920,"Commercial Swimming Pool & Spas",8/14/2020,,62000,,"11080 KATY",HOUSTON,TX,77043,,,CONTRACTOR,,,,,,,,,,,"WATTS POOL COMPANY",,,,,"WATTS POOL COMPANY","11150 KATY FWY",HOUSTON,TX,77043-4628,"(713) 461-7300",http://www.wattspool.com,"(713) 461-8382","KRISTEN WATTS",sales@wattspool.com
TX,HARRIS,20022483,"Duplex, Triplex, & Fourplex",8/5/2020,,285000,,"7914 POINTER",HOUSTON,TX,77016,,,"OSCAR BARRERA","7250 W GREENS RD",HOUSTON,TX,77064,"(346) 244-2012",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20038002,"Duplex, Triplex, & Fourplex",8/6/2020,,210000,,"8205 CARVER RD A",HOUSTON,TX,77088,,,"SONIER MICHAEL","8205 CARVER RD A",HOUSTON,TX,77088,"(832) 833-6453",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20034458,"Duplex, Triplex, & Fourplex",8/13/2020,,223000,,"4434 KNOXVILLE ST A",HOUSTON,TX,77051,,,"HERNANDO PARRA","4434 KNOXVILLE ST A",HOUSTON,TX,77018,"(941) 757-9719",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20014542,"Educational Institution",8/6/2020,,7900000,,"6602 WINFIELD RD BLD",HOUSTON,TX,77050,,,CONTRACTOR,,,,,,,,,,,"LINBECK GROUP",,,,,"LINBECK GROUP","1263 W ROSEDALE ST STE 202","FORT WORTH",TX,76104-2837,"(817) 332-8494",,,,
TX,MONTGOMERY,BC-20-004201,"Educational Institution",7/24/2020,,15179415,101930,"11505 PINE VALLEY DR",CONROE,TX,77304,,,CONTRACTOR,,,,,,,,,,,DUROTECH,,,,,DUROTECH,"11931 WICKCHESTER LN STE 205",HOUSTON,TX,77043-4572,"(281) 558-6892",http://www.durotechgc.com/,,"DAVID ROWE",info@durotechgc.com
