state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,DALLAS,2101041015,"Auto Sales & Services",1/4/2021,Addition,35000,5000,"10720 N CENTRAL EXPY",DALLAS,TX,75231,,,CONTRACTOR,,,,,,,,,,,"EQUIPMENT SOLUTIONS",,,,,"EQUIPMENT SOLUTIONS","109 WATERFORD LN",GEORGETOWN,TX,78628,"(512) 244-1258",,,,
TX,TARRANT,"2020 123063 000 00 CP","Auto Sales & Services",12/11/2020,Renovation,48500,50,"1212 E DIVISION ST",ARLINGTON,TX,76011,,,CONTRACTOR,,,,,,,,,,,"NICOSIA CONTRACTING INTERNATIONAL",,,,,"NICOSIA CONTRACTING INTERNATIONAL","1706 NE 10TH TERRACE # A","CAPE CORAL",FL,33909,"(239) 458-8181",,,,
TX,TARRANT,"20 - 2152","Auto Sales & Services",12/1/2020,,413000,,"5160 BELKNAP ST","HALTOM CITY",TX,76036,,,CONTRACTOR,,,,,,,,,,,"RON SPARKS",,,,,"RON SPARKS","10345 WALNUT LN",FORNEY,TX,75126-7447,"(972) 552-9475",,,,
TX,TARRANT,21-1280,"Churches & Other Religious",12/17/2020,,,60000,"7561 BOULEVARD 26","NORTH RICHLAND HILLS",TX,76180,,,CONTRACTOR,,,,,,,,,,,"MCGILL JR ROOFING",,,,,"MCGILL JR ROOFING","21847 EAST 430 ROAD",CLAREMORE,OK,74017,"(918) 341-5692",,,,
TX,TARRANT,PB20-17286,"Duplex, Triplex, & Fourplex",11/23/2020,,270382,3038,"3159 FRANCIS DR","FORT WORTH",TX,76116,,,CONTRACTOR,,,,,,,,,,,"FIRST AMERICAN BUILDERS",,,,,"FIRST AMERICAN BUILDERS","221 BEDFORD RD STE 320",BEDFORD,TX,76022-6289,"(817) 229-8075",,,,
TX,TARRANT,20-0008,"Educational Institution",12/9/2020,,1800000,2566,"800 N WHITE CHAPEL BLVD",SOUTHLAKE,TX,76262,,,CONTRACTOR,,,,,,,,,,,"REEDER GENERAL CONTRACTORS",,,,,"REEDER GENERAL CONTRACTORS","3005 ALTA MERE DR","FORT WORTH",TX,76116-5202,"(817) 439-2022",,,,
TX,TARRANT,"2020 124767 000 00 CP","Hospital & Other Medical",12/29/2020,Renovation,44430,1481,"1900 BALLPARK WAY",ARLINGTON,TX,76006,,,CONTRACTOR,,,,,,,,,,,"OAKHOLLOW GROUP",,,,,"OAKHOLLOW GROUP","2500 NE GREEN OAKS BLVD",ARLINGTON,TX,76006-3000,"(817) 395-0111",,,,
TX,TARRANT,"2020 124284 000 00 CP","Hospital & Other Medical",12/28/2020,"Finish Out",65000,2160,"4224 PARK SPRINGS BOULEVARD",ARLINGTON,TX,76016,,,CONTRACTOR,,,,,,,,,,,"TAK ENTERPRISES",,,,,"TAK ENTERPRISES","4204 SW GREEN OAKS BLVD STE 120",ARLINGTON,TX,76017-4159,"(817) 399-8887",,,,
TX,TARRANT,"2020 043227 000 00 CP","Hospital & Other Medical",12/17/2020,Renovation,215000,9284,"5901 S COOPER ST",ARLINGTON,TX,76017,,,CONTRACTOR,,,,,,,,,,,"MADINA CONSTRUCTION",,,,,"MADINA CONSTRUCTION","9702, BROCKBANK, SUITE 130",DALLAS,TX,75220,"(214) 566-2460",https://madinaconstruction.com/,"(214) 774-2318",,madinaconstructionllc@yahoo.com
TX,TARRANT,"COMA - 20 - 3810","Hospital & Other Medical",12/18/2020,"Finish Out",400000,4104,"1000 W GLADE RD # 300",GRAPEVINE,TX,76051,,,CONTRACTOR,,,,,,,,,,,"HIGHLAND VILLAGE ELECTRIC",,,,,"HIGHLAND VILLAGE ELECTRIC","1622 RENO RUN",LEWISVILLE,TX,75077-7522,"(214) 560-6463",,,,
