state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,WILLIAMSON,2101-0018,"Hotel, Motel & Assisted Living",1/26/2021,,48500,,"400 ROUND ROCK AVE","ROUND ROCK",TX,78664,,,"GOLDEN CHICK","400 ROUND ROCK AVE","ROUND ROCK",TX,78664,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HAYS,2020-32176,"Multi Family Apartments & Condos",1/20/2021,,425000,17981,"1909 DUTTON DR","SAN MARCOS",TX,78660,,,CONTRACTOR,,,,,,,,,,,"WOOLSEY CONSTRUCTION",,,,,"WOOLSEY CONSTRUCTION","144 LANDA ST APT 851","NEW BRAUNFELS",TX,78130-7981,"(855) 519-4696",,,,
TX,TRAVIS,"2021-020315 BP","Multi Family Apartments & Condos",2/10/2021,,1914984,21747,"8001 E WILLIAM CANNON DR BLDG 6",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020316 BP","Multi Family Apartments & Condos",2/10/2021,,2204605,25036,"8001 E WILLIAM CANNON DR BLDG 7",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020317 BP","Multi Family Apartments & Condos",2/10/2021,,2204605,25036,"8001 E WILLIAM CANNON DR BLDG 8",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020318 BP","Multi Family Apartments & Condos",2/10/2021,,2485508,28226,"8001 E WILLIAM CANNON DR BLDG 9",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020310 BP","Multi Family Apartments & Condos",2/10/2021,,2718508,30872,"8001 E WILLIAM CANNON DR BLDG 1",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020311 BP","Multi Family Apartments & Condos",2/10/2021,,2718508,30872,"8001 E WILLIAM CANNON DR BLDG 2",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020312 BP","Multi Family Apartments & Condos",2/10/2021,,2718508,30872,"8001 E WILLIAM CANNON DR BLDG 3",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
TX,TRAVIS,"2021-020319 BP","Multi Family Apartments & Condos",2/10/2021,,2718508,30872,"8001 E WILLIAM CANNON DR BLDG 10",AUSTIN,TX,78744,DELVALLE,,CONTRACTOR,,,,,,,,,,,"BROWNSTONE CONSTRUCTION",,,,,"BROWNSTONE CONSTRUCTION","6517 MAPLERIDGE ST",HOUSTON,TX,77081-4610,"(713) 432-7727",http://thebrownstonegroup.net/,"(713) 432-0129","WILLIAM BROWN",bill@thebrownstonegroup.net
