state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,HARRIS,1912020140,"Auto Sales & Services",5/15/2020,,750000,4068,"6850 FRY RD",HOUSTON,TX,77356,,,"JIFFY LUBE","6850 FRY RD",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,1911260055,"Auto Sales & Services",5/15/2020,,7381489,74110,"19333 I-45 NORTH FWY",HOUSTON,TX,77356,,,DEMONTROND,"19333 I-45 NORTH FWY",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20041762,"Auto Sales & Services",6/30/2020,Renovation,878452,,"10050 SOUTHWEST",HOUSTON,TX,77074,,,"JIHAD OTHMAN","7007 DISCOVERY",HOUSTON,TX,43017,"(949) 266-7086",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20000153,"Commercial Swimming Pool & Spas",6/30/2020,,64800,,"6400 WASHINGTON AVE BLD",HOUSTON,TX,77007,,,CONTRACTOR,,,,,,,,,,,"PATIO POOLS OF HOUSTON",,,,,"PATIO POOLS OF HOUSTON","5904 FAIRDALE LN",HOUSTON,TX,77057-6307,"(713) 789-1710",http://www.patio-pools.com/,"(713) 789-0715",,info@patio-pools.com
TX,"FORT BEND",COM1901496,"Educational Institution",5/7/2020,Renovation,250000,,"3019 FM 1092 RD","MISSOURI CITY",TX,77459,,,CONTRACTOR,,,,,,,,,,,"JR THOMAS GROUP",,,,,"JR THOMAS GROUP","3857 WICHITA ST",HOUSTON,TX,77004-6536,"(713) 429-3694",,,,
TX,"FORT BEND",COM1901528,"Educational Institution",5/28/2020,Renovation,89841,,"695 INDEPENDENCE BLVD","MISSOURI CITY",TX,77489,,,CONTRACTOR,,,,,,,,,,,"CRAIN GROUP",,,,,"CRAIN GROUP","2635 MILLER RANCH RD",PEARLAND,TX,77584-5609,"(713) 436-8727",http://www.craingroup.com/,"(713) 436-8730","BRAD CRAIN",lisa@crainzamora.com
TX,"FORT BEND",COM1901556,"Educational Institution",5/1/2020,Renovation,1043411,,"1510 COLUMBIA BLUE DR","MISSOURI CITY",TX,77489,,,"RDLR ARCHITECTS","800 SAMPSON ST STE104",HOUSTON,TX,77003,"(713) 868-3121",Architect,https://rdlr.com/,,"HOWARD E MERRILL",,OWNER,,,,,OWNER,,,,,,,,,
TX,"FORT BEND",COM2001762,"Educational Institution",5/28/2020,Renovation,1400000,,"1220 BUFFALO RUN","MISSOURI CITY",TX,77489,,,CONTRACTOR,,,,,,,,,,,"CARLOS TORRES CONSTRUCTION",,,,,"CARLOS TORRES CONSTRUCTION","101 23RD ST N","TEXAS CITY",TX,77590,"(409) 599-1143",,,"CARLOS TORRES",
TX,HARRIS,20040123,"Educational Institution",5/27/2020,,600000,14800,"300 W BAKER RD",BAYTOWN,TX,77521,,,CONTRACTOR,,,,,,,,,,,"BARTLETT COCKE CONSTRUCTION",,,,,"BARTLETT COCKE CONSTRUCTION","1750 VALLEY VIEW LN STE 335","FARMERS BRANCH",TX,75234-9036,"(512) 514-8055",http://bartlettcocke.com/,,,
TX,HARRIS,20019450,"Educational Institution",6/25/2020,Renovation,1259000,,"6402 LANGFIELD",HOUSTON,TX,77092,,,CONTRACTOR,,,,,,,,,,,"ICI CONSTRUCTION",,,,,"ICI CONSTRUCTION","24715 W HARDY RD",SPRING,TX,77373-5764,"(281) 355-5151",,"(281) 355-1144",,
TX,HARRIS,1912280007,"Hospital & Other Medical",5/15/2020,,1300000,9742,"23133 MORTON RANCH RD",HOUSTON,TX,77356,,,"JAWAD RAWRA","23133 MORTON RANCH RD",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20020038,"Hospital & Other Medical",5/15/2020,,3101945,363500,"4401 GARTH RD",BAYTOWN,TX,77521,,,CONTRACTOR,,,,,,,,,,,"TELLEPSEN BUILDERS",,,,,"TELLEPSEN BUILDERS","777 BENMAR DR STE 400",HOUSTON,TX,77060-3607,"(281) 447-8100",,"(281) 447-8177","HOWARD TELLEPSEN",
TX,BRAZOS,CNEW2019-000011,"Hospital & Other Medical",5/6/2020,,120285,1685,"8175 ATLAS PEAR DR GAR 1","COLLEGE STATION",TX,77845,,,CONTRACTOR,,,,,,,,,,,"HENSLEY LAMKIN RACHEL",,,,,"HENSLEY LAMKIN RACHEL","14881 QUORUM DR STE 550",DALLAS,TX,75254-7092,"(972) 726-9400",http://www.hlrinc.net/,,"ROBERT LAMKIN",INFO@HLRINC.NETMAP
TX,BRAZOS,CTFO2020-000010,"Hospital & Other Medical",5/8/2020,,48000,1148,"3006 BARRON RD 300","COLLEGE STATION",TX,77845,,,CONTRACTOR,,,,,,,,,,,"HANCOCK CUSTOM HOMES",,,,,"HANCOCK CUSTOM HOMES","PO BOX 11214","COLLEGE STATION",TX,77842-1214,"(979) 412-6301",http://www.homesbyhancock.com/,,,info@homesbyhancock.com
