state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,HARRIS,18037242,"Churches & Other Religious",7/22/2020,Addition,980699,,"13833 RICHMOND AVE",HOUSTON,TX,77082,,,"LIVING WORD CHAPEL","13833 RICHMOND AVE",HOUSTON,TX,77082,"(281) 497-9673",Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,GALVESTON,2019-2867,"Churches & Other Religious",6/15/2020,,9500000,,"4201 FM 528",FRIENDSWOOD,TX,77546,,,CONTRACTOR,,,,,,,,,,,"GAMMA CONSTRUCTION",,,,,"GAMMA CONSTRUCTION","2808 JOANEL ST",HOUSTON,TX,77027-5306,"(713) 963-0086",http://www.gammaconst.com,,,info@gammaconst.com
TX,HARRIS,20041916,"Commercial Swimming Pool & Spas",7/21/2020,,60000,,"1 POTOMAC DR BLDG",HOUSTON,TX,77057,,,CONTRACTOR,,,,,,,,,,,"WATTS POOL COMPANY",,,,,"WATTS POOL COMPANY","11150 KATY FWY",HOUSTON,TX,77043-4628,"(713) 461-7300",http://www.wattspool.com,"(713) 461-8382","KRISTEN WATTS",sales@wattspool.com
TX,HARRIS,20031339,"Educational Institution",7/24/2020,Renovation,237000,,"6500 MAIN ST FL",HOUSTON,TX,77030,,,CONTRACTOR,,,,,,,,,,,"DPR CONSTRUCTION",,,,,"DPR CONSTRUCTION","3131 MCKINNEY AVE STE 210",DALLAS,TX,75204-2475,"(214) 979-9900",,,,
TX,HARRIS,2002250125,"Educational Institution",7/16/2020,,48500,1025,"14901 WELCOME LN",HOUSTON,TX,77356,,,"NORTHWOOD MONTESSORI SCHOOL","14901 WELCOME LN",HOUSTON,TX,77356,,Owner,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20039384,"Hospital & Other Medical",7/22/2020,Renovation,75000,,"22710 PROFESSIONAL DR",HOUSTON,TX,77339,,,"EWING KENNETH","22710 PROFESSIONAL DR",HOUSTON,TX,77339,"(281) 253-3614",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,19141356,"Hospital & Other Medical",7/23/2020,Addition,40000,,"2450 FONDREN RD",HOUSTON,TX,77063,,,"NAJA FADY","211 BAKER ST",HOUSTON,TX,77077,"(713) 603-9820",Applicant,,,,,OWNER,,,,,OWNER,,,,,,,,,
TX,HARRIS,20051931,"Hospital & Other Medical",7/21/2020,,175000,,"120 WESTHEIMER RD",HOUSTON,TX,77006,,,CONTRACTOR,,,,,,,,,,,"RICCHI GROUP TOWER",,,,,"RICCHI GROUP TOWER","1111 MOCKINGBIRD LN",DALLAS,TX,75247,"(214) 630-3012",,,,
TX,HARRIS,20069149,"Multi Family Apartments & Condos",7/24/2020,Renovation,50000,,"5100 SAN FELIPE ST",HOUSTON,TX,77056,,,"LUAN PETE","5100 SAN FELIPE ST",HOUSTON,TX,77056,,Owner,,,,,"MEDRANO ARTURO",,,,,"MEDRANO ARTURO","6421 WHITTON",HOUSTON,TX,77085,"(832) 661-9490",,,,
TX,HARRIS,2004090052,"Multi Family Apartments & Condos",7/16/2020,,2200000,27852,"9300 N SAM HOUSTON PKWY E",HOUSTON,TX,77356,GROVE,,CONTRACTOR,,,,,,,,,,,"ALLEN HARRISON CONSTRUCTION",,,,,"ALLEN HARRISON CONSTRUCTION","1800 AUGUSTA DR",HOUSTON,TX,77057-3149,"(713) 808-1234",http://allenharrisonco.com,,,info@allenharrisonco.com
TX,GALVESTON,2020-1752,"Multi Family Apartments & Condos",6/17/2020,,150000,,"103 E SHADOWBEND",FRIENDSWOOD,TX,77546,,,CONTRACTOR,,,,,,,,,,,"DEEM COMMERCIAL CONSTRUCTION",,,,,"DEEM COMMERCIAL CONSTRUCTION","3422 SWENSEN RD STE 102",PEARLAND,TX,77581-4879,"(281) 485-5950",,,,
TX,HARRIS,20067039,"Multi Family Renovations & Additions",7/21/2020,Renovation,100000,,"3433 WESTHEIMER RD FL",HOUSTON,TX,77027,,,"THE RIVER OAKS","3433 WESTHEIMER RD FL",HOUSTON,TX,77027,,Owner,,,,,"BASIC BUILDERS",,,,,"BASIC BUILDERS","10118 TALLEY LN",HOUSTON,TX,77041-6130,"(713) 460-3991",http://basicbuildersonline.com/,"(713) 460-3991",,info@basicbuilders.net
TX,HARRIS,20009711,"Offices, R&D, & Professional",7/21/2020,Addition,65900,,"3100 LAURA KOPPE",HOUSTON,TX,77093,,,CONTRACTOR,,,,,,,,,,,"AIR CLEANING TECHNOLOGIES",,,,,"AIR CLEANING TECHNOLOGIES","44966 FALCON PL STE 190",STERLING,VA,20166,"(703) 547-1680",,,,
TX,HARRIS,20020114,"Offices, R&D, & Professional",7/23/2020,Addition,35700,,"6222 RICHMOND AVE",HOUSTON,TX,77057,,,CONTRACTOR,,,,,,,,,,,"BENITEZ REMODELING & NEW CONSTRUCTION",,,,,"BENITEZ REMODELING & NEW CONSTRUCTION","7027 HENDON LN",HOUSTON,TX,77074-4729,"(713) 386-9080",,,,
TX,HARRIS,20031793,"Offices, R&D, & Professional",7/21/2020,Renovation,351837,,"16225 PARK TEN PLACE",HOUSTON,TX,77084,,,CONTRACTOR,,,,,,,,,,,"BYRD INTERIOR CONSTRUCTION",,,,,"BYRD INTERIOR CONSTRUCTION","2123 W GOVERNORS CIR # 100",HOUSTON,TX,77092-8746,"(713) 688-8850",http://www.byrdinterior.com/,,"JOHN BYRD",jbyrd@byrdinterior.com
TX,HARRIS,20043993,"Offices, R&D, & Professional",7/23/2020,Renovation,42000,,"909 FANNIN ST",HOUSTON,TX,77010,,,CONTRACTOR,,,,,,,,,,,"DI-CASS CONSTRUCTION",,,,,"DI-CASS CONSTRUCTION","12615 JONES ROAD, SUITE 100",HOUSTON,TX,77070,"(281) 894-4105",,,,info@dicass.net
TX,HARRIS,20059673,"Offices, R&D, & Professional",7/24/2020,Renovation,400000,,"8030 EL RIO",HOUSTON,TX,77054,,,CONTRACTOR,,,,,,,,,,,"DPR CONSTRUCTION",,,,,"DPR CONSTRUCTION","3131 MCKINNEY AVE STE 210",DALLAS,TX,75204-2475,"(214) 979-9900",,,,
TX,HARRIS,20035392,"Offices, R&D, & Professional",7/22/2020,Renovation,1360000,,"747 N SHEPHERD DR",HOUSTON,TX,77007,,,CONTRACTOR,,,,,,,,,,,"HITT CONTRACTING",,,,,"HITT CONTRACTING","9300 BAMBOO RD",HOUSTON,TX,77041,"(713) 688-9496",https://hitt.com/,,,
TX,HARRIS,20055545,"Offices, R&D, & Professional",7/22/2020,Renovation,350000,,"1221 MCKINNEY ST",HOUSTON,TX,77010,,,CONTRACTOR,,,,,,,,,,,"HITT CONTRACTING",,,,,"HITT CONTRACTING","9300 BAMBOO RD",HOUSTON,TX,77041,"(713) 688-9496",https://hitt.com/,,,
TX,HARRIS,20040256,"Offices, R&D, & Professional",7/22/2020,Renovation,30000,,"700 LOUISIANA ST FL",HOUSTON,TX,77002,,,CONTRACTOR,,,,,,,,,,,"HITT CONTRACTING",,,,,"HITT CONTRACTING","9300 BAMBOO RD",HOUSTON,TX,77041,"(713) 688-9496",https://hitt.com/,,,
TX,HARRIS,19127583,"Offices, R&D, & Professional",7/22/2020,,800000,,"10920 HAZELHURST DR BLD",HOUSTON,TX,77043,,,CONTRACTOR,,,,,,,,,,,"METHOD CONSTRUCTION",,,,,"METHOD CONSTRUCTION","1776 YORKTOWN ST SUITE 300",HOUSTON,TX,77056-4182,"(713) 621-0708",,,,
