state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,TARRANT,PB20-17034,"Auto Sales & Services",4/13/2021,,145000,6700,"4213 MILLER AVE","FORT WORTH",TX,76119,,,CONTRACTOR,,,,,,,,,,,"JEWELL MANAGEMENT",,,,,"JEWELL MANAGEMENT","6800 BRENTWOOD STAIR RD STE 104","FORT WORTH",TX,76112-3325,"(817) 496-4171",,,,
TX,DALLAS,2104051018,"Auto Sales & Services",4/5/2021,Addition,2000000,12050,"7800 LEMMON AVE",DALLAS,TX,75209,,,CONTRACTOR,,,,,,,,,,,"WIER ENTERPRISES",,,,,"WIER ENTERPRISES","2400 W 34TH ST",HOUSTON,TX,77018-6009,"(281) 802-1473",,,,
TX,DALLAS,2105031078,"Auto Sales & Services",5/3/2021,,45000,3604,"1115 HAYMARKET RD",DALLAS,TX,75217,,,CONTRACTOR,,,,,,,,,,,"ESCUTCHION HOMES",,,,,"ESCUTCHION HOMES","118 S ACRES DR",DALLAS,TX,75217-7806,"(214) 914-2075",,,,ESCUCHON@OUTLOOK.COM
TX,TARRANT,PB20-14771,"Churches & Other Religious",4/16/2021,Renovation,50000,2774,"3809 WALDORF ST","FORT WORTH",TX,76119,ASTORIA,17,CONTRACTOR,,,,,,,,,,,"SHARP CONSTRUCTION",,,,,"SHARP CONSTRUCTION","5061 VIRGIL ST","FORT WORTH",TX,76119,"(817) 536-5027",,,,
TX,TARRANT,"CR - 20 - 03153","Churches & Other Religious",4/22/2021,Renovation,500000,,"403 E BROAD ST",MANSFIELD,TX,76063,,,CONTRACTOR,,,,,,,,,,,"POSSE CONSTRUCTION",,,,,"POSSE CONSTRUCTION","PO BOX 1927",MANSFIELD,TX,76063-0018,"(682) 552-4374",,"(817) 473-7395",,stoneyshort@posseconstruction.net
TX,COLLIN,001175-2021-CB,"Churches & Other Religious",4/14/2021,"Finish Out",2100769,12314,"1517 W MCDERMOTT DR",ALLEN,TX,75013,,,CONTRACTOR,,,,,,,,,,,"CAPITAL COMMERCIAL GROUP",,,,,"CAPITAL COMMERCIAL GROUP","PO BOX 824",CANTON,TX,75103-0824,"(972) 741-9508",http://www.capitalcommercial.net,,,contact@capitalcommercial.net
TX,TARRANT,21BEN-0392,"Commercial Swimming Pool & Spas",5/26/2021,,,,"8601 COOK RANCH RD",BENBROOK,TX,76126,,,CONTRACTOR,,,,,,,,,,,"COUNTRY LIVING POOLS",,,,,"COUNTRY LIVING POOLS","5842 GROSSETO DR",FRISCO,TX,75034-2289,"(214) 982-1690",http://www.countrylivingpools.net/,,,
TX,TARRANT,PB20-19046,"Duplex, Triplex, & Fourplex",4/8/2021,,100000,2116,"405 PALMETTO DR","FORT WORTH",TX,76114,BROOKSIDE,125,CONTRACTOR,,,,,,,,,,,"MNX INVESTMENTS",,,,,"MNX INVESTMENTS","6316 TIMBERWOLFE LN","FORT WORTH",TX,76135,"(817) 919-8505",,,"GUSTAVO CASTANEDA",
TX,TARRANT,PB20-19047,"Duplex, Triplex, & Fourplex",4/8/2021,,100000,2116,"409 PALMETTO DR","FORT WORTH",TX,76114,"BROOKSIDE ACRES",125,CONTRACTOR,,,,,,,,,,,"MNX INVESTMENTS",,,,,"MNX INVESTMENTS","6316 TIMBERWOLFE LN","FORT WORTH",TX,76135,"(817) 919-8505",,,"GUSTAVO CASTANEDA",
TX,TARRANT,PB20-19043,"Duplex, Triplex, & Fourplex",4/8/2021,,100000,2341,"258 BYRON ST","FORT WORTH",TX,76114,"BROOKSIDE ACRES",63,CONTRACTOR,,,,,,,,,,,"MNX INVESTMENTS",,,,,"MNX INVESTMENTS","6316 TIMBERWOLFE LN","FORT WORTH",TX,76135,"(817) 919-8505",,,"GUSTAVO CASTANEDA",
