state,county,permno,ptype,pdate,pdescription,jvalue,jsqfeet,jaddr,jcity,jstate,jzip,jsubdiv,jlotno,aname,aaddr,acity,astate,azip,aphone,atype,aurl,afax,aprimarycontact,aemail,bldcode,units,bldgs,ctype,legal,contractor,caddress,ccity,cstate,czip,cphone,curl,cfax,cprimarycontact,cemail
TX,TRAVIS,20-29359,"Auto Sales & Services",5/14/2021,,1450000,,"15949 STATE HWY 71","BEE CAVE",TX,78738,"BELLA COLINAS",,CONTRACTOR,,,,,,,,,,,"LIQUE ENGINEERS",,,,,"LIQUE ENGINEERS","816 CAMARON ST STE 123","SAN ANTONIO",TX,78212,"(210) 549-4207",,,,
TX,TRAVIS,"2021-084661 BP","Commercial Swimming Pool & Spas",6/4/2021,,48000,3820,"2400 SETON AVE",AUSTIN,TX,78705,"RAINEY FRANK",17,CONTRACTOR,,,,,,,,,,,"MILLENNIUM POOLS",,,,,"MILLENNIUM POOLS","2009 RANCH ROAD 620 N STE 710",LAKEWAY,TX,78734-2678,"(512) 266-9699",,,,
TX,TRAVIS,"2021-079898 BP","Commercial Swimming Pool & Spas",6/7/2021,,145000,2475,"2333 CASCADES AVE",AUSTIN,TX,78660,,,CONTRACTOR,,,,,,,,,,,"AQUA ARTISTS",,,,,"AQUA ARTISTS","1502 BRIGHTON BEND LN","CEDAR PARK",TX,78613-5942,"(512) 336-1942",,,,
TX,TRAVIS,20-28519,"Hospital & Other Medical",5/25/2021,,818952,,"10616 MENCHACA RD",AUSTIN,TX,78748,"MERCADO HEIGHTS",,CONTRACTOR,,,,,,,,,,,"PROFESSIONAL STRUCIVIL ENGINEERS ",,,,,"PROFESSIONAL STRUCIVIL ENGINEERS ","12710 RESEARCH BLVD STE 390",AUSTIN,TX,78759-4380,"(512) 238-6422",,,"DIANE BERNAL",
TX,WILLIAMSON,2020-29469,"Multi Family Apartments & Condos",5/26/2021,,800000,8058,"2208 LOCAL REBEL LOOP",LEANDER,TX,78641,,,CONTRACTOR,,,,,,,,,,,"PROMINENCE HOMES",,,,,"PROMINENCE HOMES","1120 CAPITAL OF TEXAS HWY",AUSTIN,TX,78746,"(512) 565-9395",http://prominencehomes.co/,,,
TX,WILLIAMSON,2020-30059,"Multi Family Apartments & Condos",5/18/2021,,750000,2936,"141 W METRO DR",LEANDER,TX,78641,,,CONTRACTOR,,,,,,,,,,,"LAY CONSTRUCTION",,,,,"LAY CONSTRUCTION","PO BOX 5300",TYLER,TX,75712-5300,"(903) 877-4128",http://www.layconstructionllc.com/,"(903) 877-4449","SCOTT LAY",scott.lay@layconstructionllc.com
TX,WILLIAMSON,2021-31529,"Multi Family Apartments & Condos",5/24/2021,,500000,5000,"607 LEANDER DR",LEANDER,TX,78641,,,CONTRACTOR,,,,,,,,,,,"D&R SIGNS",,,,,"D&R SIGNS","607 LEANDER DR #100",LEANDER,TX,78641,"(512) 259-9100",,,,
TX,TRAVIS,21-32946,"Multi Family Apartments & Condos",5/21/2021,,163200,,"12209 TAMPICO COVE",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"LENNAR HOMES",,,,,"LENNAR HOMES","13620 FM 620 RD 150",AUSTIN,TX,78717,"(512) 506-4000",http://www.lennar.com/,,,
TX,TRAVIS,21-33636,"Multi Family Apartments & Condos",5/4/2021,,457341,,"2208 ESCAPE",SPICEWOOD,TX,78669,,,CONTRACTOR,,,,,,,,,,,"LEGACY DCS",,,,,"LEGACY DCS","205 WILD BASIN ROAD SOUTH, BLDG",AUSTIN,TX,78746,"(512) 726-0500",https://legacydcs.com/,"(512) 726-0527",,info@legacydcs.com
TX,TRAVIS,21-33638,"Multi Family Apartments & Condos",5/4/2021,,457341,,"19213 LOST TREE",SPICEWOOD,TX,78669,"THE RESERVE",,CONTRACTOR,,,,,,,,,,,"LEGACY DCS",,,,,"LEGACY DCS","205 WILD BASIN ROAD SOUTH, BLDG",AUSTIN,TX,78746,"(512) 726-0500",https://legacydcs.com/,"(512) 726-0527",,info@legacydcs.com
TX,TRAVIS,21-33944,"Multi Family Apartments & Condos",5/20/2021,,406990,,"2800 MARY ELIZABETH DR",AUSTIN,TX,78728,,,CONTRACTOR,,,,,,,,,,,"TAYLOR MORRISON OF TEXAS",,,,,"TAYLOR MORRISON OF TEXAS","11200 LAKELINE BLVD STE 150A",AUSTIN,TX,78717-5964,"(512) 328-8866",,"(512) 328-7988",,
TX,TRAVIS,21-33945,"Multi Family Apartments & Condos",5/20/2021,,397990,,"2802 MARY ELIZABETH DR",AUSTIN,TX,78728,,,CONTRACTOR,,,,,,,,,,,"TAYLOR MORRISON OF TEXAS",,,,,"TAYLOR MORRISON OF TEXAS","11200 LAKELINE BLVD STE 150A",AUSTIN,TX,78717-5964,"(512) 328-8866",,"(512) 328-7988",,
TX,TRAVIS,21-33910,"Multi Family Apartments & Condos",5/25/2021,,173775,,"12202 TAMPICO COVE",AUSTIN,TX,78748,"ESTANCIA HILL COUNTRY",,CONTRACTOR,,,,,,,,,,,"LENNAR HOMES",,,,,"LENNAR HOMES","13620 FM 620 RD 150",AUSTIN,TX,78717,"(512) 506-4000",http://www.lennar.com/,,,
TX,TRAVIS,"2021-082617 BP","Multi Family Apartments & Condos",6/2/2021,,164604,1914,"12725 BLOOMINGTON DR",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-082579 BP","Multi Family Apartments & Condos",6/2/2021,,164776,1916,"12703 BLOOMINGTON DR",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-082565 BP","Multi Family Apartments & Condos",6/2/2021,,165034,1919,"13023 BLOOMINGTON DR",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-083331 BP","Multi Family Apartments & Condos",6/3/2021,,170680,2008,"4709 LAVENDER FIELD PATH",AUSTIN,TX,78723,,,CONTRACTOR,,,,,,,,,,,"RSI COMMUNITIES",,,,,"RSI COMMUNITIES","810 HESTERS CROSSING RD STE 235","ROUND ROCK",TX,78681-7846,"(512) 953-4100",,,,
TX,TRAVIS,"2021-082811 BP","Multi Family Apartments & Condos",6/2/2021,,184298,2143,"13009 BLOOMINGTON DR",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-083368 BP","Multi Family Apartments & Condos",6/3/2021,,185385,2181,"5402 COBALT CANOPY BND",AUSTIN,TX,78723,,,CONTRACTOR,,,,,,,,,,,"RSI COMMUNITIES",,,,,"RSI COMMUNITIES","810 HESTERS CROSSING RD STE 235","ROUND ROCK",TX,78681-7846,"(512) 953-4100",,,,
TX,TRAVIS,"2021-083341 BP","Multi Family Apartments & Condos",6/3/2021,,185385,2181,"5302 COBALT CANOPY BND",AUSTIN,TX,78723,,,CONTRACTOR,,,,,,,,,,,"RSI COMMUNITIES",,,,,"RSI COMMUNITIES","810 HESTERS CROSSING RD STE 235","ROUND ROCK",TX,78681-7846,"(512) 953-4100",,,,
TX,TRAVIS,"2021-082777 BP","Multi Family Apartments & Condos",6/2/2021,,202355,2355,"12902 BLOOMINGTON DR",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-082757 BP","Multi Family Apartments & Condos",6/2/2021,,202530,2355,"12907 BLOOMINGTON DR",AUSTIN,TX,78748,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-082830 BP","Multi Family Apartments & Condos",6/2/2021,,202530,2355,"13006 STANFORD DR",AUSTIN,TX,78652,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-082849 BP","Multi Family Apartments & Condos",6/2/2021,,202530,2355,"906 PITTSBURGH DR",AUSTIN,TX,78752,,,CONTRACTOR,,,,,,,,,,,"M/I HOMES",,,,,"M/I HOMES","6801 N CAPITAL OF TEXAS HWY BLDG 2 STE 100",AUSTIN,TX,78731-1780,"(512) 770-8500",,,,
TX,TRAVIS,"2021-083354 BP","Multi Family Apartments & Condos",6/3/2021,,207145,2437,"5304 COBALT CANOPY BND",AUSTIN,TX,78723,,,CONTRACTOR,,,,,,,,,,,"RSI COMMUNITIES",,,,,"RSI COMMUNITIES","810 HESTERS CROSSING RD STE 235","ROUND ROCK",TX,78681-7846,"(512) 953-4100",,,,
TX,TRAVIS,"2021-079454 BP","Multi Family Apartments & Condos",6/2/2021,,226000,2074,"7901 LENNON DR",AUSTIN,TX,78744,,,CONTRACTOR,,,,,,,,,,,"BROOKFIELD RESIDENTIAL PROPERTIES",,,,,"BROOKFIELD RESIDENTIAL PROPERTIES","11501 ALTERRA PKWY STE 100",AUSTIN,TX,78758-3201,"(512) 391-1330",,,,
